name,0.csv,1.csv,10.csv,11.csv,12.csv,13.csv,14.csv,15.csv,16.csv,17.csv,18.csv,19.csv,2.csv,20.csv,21.csv,22.csv,23.csv,24.csv,25.csv,26.csv,27.csv,28.csv,29.csv,3.csv,30.csv,31.csv,32.csv,33.csv,34.csv,35.csv,36.csv,37.csv,38.csv,39.csv,4.csv,40.csv,41.csv,42.csv,43.csv,44.csv,45.csv,46.csv,47.csv,48.csv,49.csv,5.csv,50.csv,51.csv,52.csv,53.csv,54.csv,55.csv,56.csv,57.csv,58.csv,59.csv,6.csv,60.csv,61.csv,62.csv,63.csv,64.csv,65.csv,66.csv,67.csv,68.csv,69.csv,7.csv,70.csv,71.csv,72.csv,73.csv,74.csv,75.csv,76.csv,77.csv,78.csv,79.csv,8.csv,9.csv
36.csv,0.240435,0.240435,0.251437,0.251386,0.248586,0.233811,0.236528,0.237805,0.25154,0.241663,0.159432,0.161372,0.240753,0.190369,0.0311319,0.20108,0.333855,0.35964,0.31381,0.231152,0.545031,0.0341656,0.588979,0.240435,0.493895,0.0410033,0.0166844,0.0367953,0.777555,0.14546,1,0.0683312,0.0623683,0.0637731,0.241936,0.0280887,0.0470022,0.0748587,0.140835,0.139273,0.108582,0.158551,0.129736,0.166477,0.16059,0.22838,0.156618,0.158377,0.150827,0.164527,0.18681,0.173202,0.16768,0.147532,0.142931,0.0391243,0.240281,0.0297371,0.0504321,0.0514924,0.0742822,0.0635125,0.0545434,0.0669865,0.0370931,0.00829433,0.0311661,0.240435,0.0342839,0.0831898,0.107509,0.0477757,0.0491325,0.00431377,0.022096,0.0181091,0.00434982,0.00434982,0.251364,0.23166
37.csv,0.0165217,0.0165217,0.0172727,0.0172727,0.0163593,0.0153506,0.0158384,0.0164155,0.0169336,0.0186741,0.0282828,0.00649351,0.0165851,0.00505051,0.0227273,0.0142677,0.0123737,0.0123737,0.0107699,0.0152711,0.0166536,0,0.0402005,0.0165217,0.014543,0,0,0,0.0530938,0.0201972,0.0683312,1,0.909091,0.575758,0.0168973,0.00833333,0.0104167,0.00558036,0.0128419,0.00997446,0.0141771,0.0106529,0.0132893,0.0129426,0.0110508,0.0157719,0.0113937,0.0127669,0.0130444,0.0126507,0.012733,0.0173412,0.0160994,0.0131165,0.0170519,0.0190972,0.0167126,0.0277778,0.0379464,0.0222222,0.0150196,0.00901099,0.00666667,0.0311237,0.0346667,0.02,0.04,0.0165217,0.02,0.0273518,0.0219435,0.0270833,0.0222222,0.0208333,0.008,0.00961538,0,0,0.0172727,0.0163101
38.csv,0.0163636,0.0163636,0.0171429,0.0171429,0.0161142,0.0149869,0.0155901,0.0162254,0.0166817,0.018456,0.0296296,0.00680272,0.0164298,0.00529101,0.0238095,0.0149471,0.012963,0.0123737,0.00925475,0.0129984,0.0166536,0,0.0366831,0.0163636,0.014543,0,0,0,0.0485455,0.0201972,0.0623683,0.909091,1,0.633333,0.0167563,0.00833333,0.00520833,0.00297619,0.0107585,0.00890609,0.0114185,0.00978485,0.0108383,0.0113231,0.00934946,0.0155797,0.00945153,0.0111643,0.0111064,0.0103979,0.0106263,0.0153354,0.0140935,0.0136868,0.0177933,0.0199275,0.016554,0.0289855,0.0341615,0.0231884,0.0156454,0.00938645,0.00694444,0.0285244,0.0291667,0.0208333,0.0333333,0.0163636,0.0138889,0.0258236,0.0195531,0.023913,0.0195652,0,0.008,0.00961538,0,0,0.0171429,0.0161496
39.csv,0.0231818,0.0231818,0.0242857,0.0242857,0.0234677,0.0216623,0.0224362,0.022654,0.0245108,0.0268401,0.0268398,0.00595238,0.0232811,0.0142857,0.015873,0.0220138,0.0198254,0.0189242,0.0167172,0.0149488,0.0237992,0,0.0410389,0.0231818,0.0220676,0,0,0.012987,0.0527006,0.023019,0.0637731,0.575758,0.633333,1,0.0237708,0.0208333,0.0138889,0.0106107,0.0145107,0.0127784,0.0136438,0.0136193,0.0149495,0.0160253,0.0144186,0.0220059,0.0130739,0.0150241,0.0136258,0.0148285,0.0153553,0.0186263,0.0172988,0.0173382,0.0227339,0.0227053,0.0234674,0.0186335,0.0253623,0.016996,0.0122719,0.00575397,0.00320513,0.0221699,0.0248016,0.0277778,0.0208333,0.0231818,0.00595238,0.0249736,0.0192569,0.017567,0.0145941,0,0,0,0,0,0.0242857,0.0229201
4.csv,0.936925,0.952593,0.893845,0.893187,0.810233,0.719472,0.818095,0.815238,0.808795,0.75406,0.0786146,0.0528002,0.969737,0.0688623,0.00925328,0.140656,0.158889,0.145072,0.219333,0.134724,0.284531,0.00844865,0.405013,0.960451,0.296771,0.0168973,0.0168973,0.0403052,0.310041,0.0963751,0.241936,0.0168973,0.0167563,0.0237708,1,0.0272839,0.0474248,0.0981055,0.272187,0.267473,0.185884,0.352904,0.241786,0.357075,0.335151,0.935942,0.301073,0.333972,0.30593,0.357208,0.5036,0.413022,0.403035,0.293953,0.270858,0.0578365,0.949995,0.0363765,0.0503185,0.0643984,0.11127,0.0873966,0.075989,0.0761344,0.0348481,0.00713883,0.0285553,0.948559,0.0352518,0.108879,0.196561,0.0629314,0.0725719,0.00701443,0.0269926,0.0193687,0.00619723,0.00619723,0.900031,0.943675
40.csv,0.0275,0.0275,0.0286957,0.0286957,0.0291135,0.0274139,0.0272262,0.0278358,0.0306184,0.0291289,0.0234519,0.0150966,0.0271649,0.0205534,0,0.0208896,0.028085,0.0269148,0.0365964,0.0402168,0.0234159,0.0104167,0.0256653,0.0275,0.0215794,0.00833333,0,0.0208333,0.0268082,0.0220982,0.0280887,0.00833333,0.00833333,0.0208333,0.0272839,1,0.578231,0.277534,0.100389,0.0828646,0.0777409,0.0644969,0.113153,0.0643808,0.0688165,0.0254844,0.0619721,0.0619855,0.0628267,0.0576693,0.0417837,0.0480697,0.0451366,0.0254495,0.0269787,0.00909091,0.0273941,0.00595238,0.00952381,0.0169553,0.0274236,0.0227941,0.0186418,0.0187075,0.0113636,0.0113636,0.00649351,0.0275,0.0170455,0.0167258,0.0282702,0.0256133,0.0217164,0.0238095,0.0194805,0.0217391,0.0217391,0.0217391,0.0286957,0.0264168
41.csv,0.0475,0.0475,0.0495652,0.0495652,0.0499497,0.0475375,0.0473245,0.0480127,0.0505348,0.049245,0.0317726,0.0187747,0.047238,0.0260392,0.00621118,0.0293949,0.0508922,0.0487717,0.0578473,0.0515012,0.0420578,0.00694444,0.0466465,0.0475,0.0429789,0.0119048,0.0119048,0.0234848,0.0453219,0.0287793,0.0470022,0.0104167,0.00520833,0.0138889,0.0474248,0.578231,1,0.480516,0.173771,0.121816,0.172108,0.100487,0.19583,0.0984227,0.102827,0.0442809,0.0997166,0.0951646,0.103611,0.088942,0.0705572,0.0831107,0.0783763,0.049644,0.0491666,0.0211931,0.0476497,0.0134199,0.014652,0.020443,0.035452,0.0273196,0.0210317,0.0240546,0.0206612,0.012987,0.0136364,0.0475,0.0206612,0.0213613,0.0416238,0.029932,0.0232843,0.0136054,0.0181818,0.0144928,0.0124224,0.0124224,0.0495652,0.0459163
42.csv,0.09875,0.09875,0.103043,0.103043,0.10354,0.0948823,0.0971587,0.0990936,0.104788,0.102514,0.0428007,0.0207348,0.0986942,0.0307656,0.00645007,0.049997,0.0660035,0.0632533,0.0798898,0.0670383,0.0758407,0.0119353,0.086458,0.09875,0.0771122,0.0170883,0.0111359,0.0239087,0.0822503,0.0435501,0.0748587,0.00558036,0.00297619,0.0106107,0.0981055,0.277534,0.480516,1,0.361699,0.306308,0.269526,0.241716,0.359135,0.226389,0.226097,0.0918531,0.231507,0.219116,0.17152,0.199864,0.154357,0.152228,0.143106,0.118776,0.121478,0.0299542,0.0990506,0.0239815,0.0286072,0.0425685,0.0656818,0.0569109,0.0517181,0.0442268,0.0315442,0.0135198,0.0192365,0.09875,0.0345864,0.0522407,0.082706,0.0426174,0.041007,0.010239,0.0342209,0.0256166,0.0124542,0.0124542,0.103043,0.0949666
43.csv,0.274167,0.274167,0.286087,0.286087,0.279577,0.255903,0.265887,0.271278,0.28023,0.271993,0.059529,0.0402309,0.273547,0.0505837,0.00667253,0.0862743,0.114252,0.110249,0.161145,0.112585,0.154039,0.00774575,0.199542,0.274167,0.163421,0.0109406,0.0105507,0.0251569,0.167534,0.0648491,0.140835,0.0128419,0.0107585,0.0145107,0.272187,0.100389,0.173771,0.361699,1,0.771672,0.67073,0.634803,0.888468,0.531052,0.509327,0.256553,0.478821,0.487018,0.378908,0.458478,0.391939,0.379193,0.358843,0.273177,0.237866,0.091367,0.273442,0.0520117,0.0476402,0.0770592,0.110702,0.0926295,0.0805657,0.0679739,0.0306203,0.011834,0.0210777,0.274167,0.0339143,0.0884622,0.159882,0.0653415,0.068203,0.00992652,0.030175,0.021802,0.00904795,0.00904795,0.286087,0.261063
44.csv,0.268333,0.268333,0.28,0.28,0.273062,0.251089,0.260147,0.265993,0.274319,0.26327,0.057154,0.0422869,0.268262,0.0545581,0.00690438,0.0954074,0.117155,0.113031,0.159099,0.110239,0.152201,0.00698647,0.196513,0.268333,0.161274,0.0114118,0.0120336,0.0249917,0.168496,0.0677456,0.139273,0.00997446,0.00890609,0.0127784,0.267473,0.0828646,0.121816,0.306308,0.771672,1,0.494243,0.750243,0.719698,0.623944,0.606894,0.250707,0.58419,0.574274,0.409905,0.526299,0.417532,0.3883,0.369663,0.276758,0.239137,0.08881,0.266963,0.0512229,0.048065,0.0685048,0.103712,0.0881772,0.0768279,0.0699581,0.0256714,0.0112336,0.0156983,0.268333,0.0314126,0.0949836,0.157817,0.0643962,0.0680477,0.0103331,0.0287421,0.0188586,0.00918691,0.00918691,0.28,0.256477
45.csv,0.186,0.186,0.19375,0.19375,0.18858,0.174893,0.180441,0.18279,0.190213,0.186015,0.0552308,0.041854,0.185226,0.0534521,0.00900275,0.080707,0.0971756,0.0942641,0.128014,0.0907569,0.114976,0.00604444,0.140792,0.186,0.124405,0.00864889,0.0125861,0.02618,0.123222,0.0483423,0.108582,0.0141771,0.0114185,0.0136438,0.185884,0.0777409,0.172108,0.269526,0.67073,0.494243,1,0.411783,0.631588,0.334619,0.310609,0.17442,0.297239,0.321567,0.245233,0.303486,0.259798,0.247214,0.23382,0.183944,0.155264,0.0721163,0.186244,0.0311906,0.0367287,0.0559753,0.0861397,0.0702697,0.0603749,0.0543384,0.0257158,0.0143641,0.0146821,0.186,0.0183701,0.0718024,0.129105,0.0520915,0.054148,0.0065018,0.0159702,0.0143977,0.00590829,0.00590829,0.19375,0.179145
46.csv,0.354583,0.354583,0.37,0.37,0.356395,0.325673,0.339902,0.348125,0.358376,0.344054,0.056976,0.040212,0.354776,0.0516677,0.00697793,0.101494,0.1171,0.112862,0.166058,0.111931,0.178904,0.00761354,0.235976,0.354583,0.190385,0.0117515,0.0108468,0.028842,0.198859,0.0737775,0.158551,0.0106529,0.00978485,0.0136193,0.352904,0.0644969,0.100487,0.241716,0.634803,0.750243,0.411783,1,0.583526,0.749075,0.689856,0.331448,0.628282,0.694863,0.440706,0.641364,0.530033,0.459871,0.44111,0.338781,0.285309,0.0853115,0.353294,0.0521023,0.0553131,0.0746973,0.119643,0.0970846,0.0857351,0.0837962,0.0326561,0.00924001,0.0232355,0.354583,0.0336157,0.11662,0.195004,0.0678388,0.0758114,0.00888303,0.029733,0.021051,0.00948538,0.00948538,0.37,0.337832
47.csv,0.243333,0.243333,0.253913,0.253913,0.247824,0.226246,0.236207,0.241167,0.247164,0.239597,0.0540286,0.0377825,0.242637,0.0478738,0.00748755,0.0826549,0.10876,0.105014,0.146851,0.104521,0.138193,0.00747773,0.182186,0.243333,0.144886,0.00835663,0.0080463,0.0232871,0.152556,0.0570019,0.129736,0.0132893,0.0108383,0.0149495,0.241786,0.113153,0.19583,0.359135,0.888468,0.719698,0.631588,0.583526,1,0.494096,0.484433,0.228173,0.453047,0.451224,0.348018,0.421067,0.354953,0.339996,0.322853,0.249394,0.218712,0.0925948,0.24237,0.0543447,0.0466801,0.0763179,0.106268,0.0903067,0.0784791,0.0664623,0.0291796,0.0106689,0.0198635,0.243333,0.0352323,0.0865823,0.146023,0.0635703,0.068176,0.00858345,0.0310078,0.0217115,0.0101619,0.0101619,0.253913,0.232775
48.csv,0.36,0.36,0.375652,0.375652,0.364357,0.332223,0.348611,0.354797,0.365021,0.346051,0.0587443,0.0423831,0.35957,0.0538422,0.00861837,0.0986814,0.120226,0.115821,0.174766,0.118396,0.186939,0.00733927,0.245559,0.36,0.196641,0.0154332,0.0163079,0.0284499,0.206039,0.0786566,0.166477,0.0129426,0.0113231,0.0160253,0.357075,0.0643808,0.0984227,0.226389,0.531052,0.623944,0.334619,0.749075,0.494096,1,0.880273,0.337285,0.780821,0.931788,0.498154,0.832612,0.609089,0.496934,0.474374,0.373141,0.304376,0.0911424,0.358118,0.0601769,0.0639816,0.0822346,0.125107,0.0980533,0.0868392,0.0919059,0.0379243,0.00904886,0.0277171,0.36,0.0367972,0.123378,0.203517,0.0775603,0.086315,0.0111571,0.0330089,0.0233214,0.0101337,0.0101337,0.375652,0.342396
49.csv,0.3375,0.3375,0.352174,0.352174,0.34359,0.314503,0.328272,0.331855,0.344271,0.323416,0.0560884,0.040649,0.337045,0.0553043,0.00640254,0.0998484,0.116208,0.112017,0.159602,0.114388,0.177656,0.00696773,0.234277,0.3375,0.18725,0.0146945,0.0129461,0.0278238,0.196036,0.0778066,0.16059,0.0110508,0.00934946,0.0144186,0.335151,0.0688165,0.102827,0.226097,0.509327,0.606894,0.310609,0.689856,0.484433,0.880273,1,0.316448,0.890721,0.818118,0.517458,0.739306,0.55552,0.4939,0.46776,0.384866,0.31336,0.104981,0.334852,0.0608228,0.0617984,0.0810635,0.123691,0.0998731,0.0869983,0.0892943,0.0345709,0.00955607,0.0238542,0.3375,0.0326992,0.118315,0.193754,0.0791207,0.0861581,0.0107691,0.0305658,0.0222737,0.0100248,0.0100248,0.352174,0.321859
5.csv,0.900245,0.91472,0.856992,0.856325,0.775238,0.68557,0.782857,0.779524,0.774286,0.724214,0.0743436,0.0498246,0.926867,0.06567,0.00863698,0.133333,0.149883,0.13685,0.207446,0.126809,0.269472,0.00788594,0.382379,0.921892,0.281063,0.0157719,0.0157719,0.0385513,0.291665,0.0910635,0.22838,0.0157719,0.0155797,0.0220059,0.935942,0.0254844,0.0442809,0.0918531,0.256553,0.250707,0.17442,0.331448,0.228173,0.337285,0.316448,1,0.283514,0.31579,0.288514,0.33901,0.4772,0.39,0.379167,0.277391,0.253781,0.0540806,0.90978,0.0340233,0.0475055,0.0601808,0.104075,0.081108,0.0702031,0.0723496,0.0330181,0.0066878,0.0267512,0.911066,0.0330013,0.103733,0.186886,0.059675,0.068397,0.00654379,0.025265,0.0181238,0.00578485,0.00578485,0.862643,0.883139
50.csv,0.302917,0.302917,0.316087,0.316087,0.313364,0.287291,0.296251,0.299367,0.312002,0.293998,0.0558111,0.0400354,0.302373,0.0529616,0.00708475,0.0928834,0.11424,0.110211,0.148076,0.107747,0.170187,0.0078364,0.220877,0.302917,0.179116,0.0145846,0.0125279,0.0280021,0.18805,0.0747679,0.156618,0.0113937,0.00945153,0.0130739,0.301073,0.0619721,0.0997166,0.231507,0.478821,0.58419,0.297239,0.628282,0.453047,0.780821,0.890721,0.283514,1,0.739774,0.545594,0.670313,0.500088,0.491291,0.465486,0.395489,0.314161,0.111904,0.300087,0.0641731,0.061814,0.0841715,0.126156,0.104912,0.0908565,0.0890106,0.0342203,0.010663,0.0222043,0.302917,0.0320226,0.116246,0.186674,0.077562,0.0831651,0.00990106,0.0307432,0.0227994,0.0101696,0.0101696,0.316087,0.288971
51.csv,0.3368,0.3368,0.350833,0.350833,0.340223,0.31027,0.325856,0.331749,0.341476,0.322418,0.0558779,0.0406998,0.336371,0.0511603,0.00846324,0.0943203,0.11444,0.11045,0.163491,0.110806,0.178366,0.0071846,0.231108,0.3368,0.187848,0.0151704,0.0160472,0.0279327,0.194583,0.0724757,0.158377,0.0127669,0.0111643,0.0150241,0.333972,0.0619855,0.0951646,0.219116,0.487018,0.574274,0.321567,0.694863,0.451224,0.931788,0.818118,0.31579,0.739774,1,0.466485,0.890281,0.629103,0.462749,0.442005,0.343401,0.285466,0.0880832,0.33494,0.0588477,0.0625709,0.0795473,0.120807,0.0950921,0.0841217,0.0888305,0.0372122,0.00890071,0.0272155,0.3368,0.0351491,0.117515,0.194626,0.0749413,0.0834133,0.0108982,0.0314149,0.0229325,0.00993679,0.00993679,0.350833,0.32073
52.csv,0.308333,0.308333,0.321739,0.321739,0.312129,0.285596,0.299136,0.303556,0.309553,0.293502,0.0536195,0.0414331,0.306629,0.0593768,0.00805561,0.0979072,0.117645,0.112744,0.157558,0.105067,0.174989,0.00569367,0.225075,0.308333,0.187621,0.01214,0.0141532,0.034505,0.179761,0.0823759,0.150827,0.0130444,0.0111064,0.0136258,0.30593,0.0628267,0.103611,0.17152,0.378908,0.409905,0.245233,0.440706,0.348018,0.498154,0.517458,0.288514,0.545594,0.466485,1,0.440395,0.411482,0.722966,0.668009,0.539079,0.391488,0.150167,0.305534,0.0884518,0.0908892,0.109286,0.141443,0.122539,0.113072,0.116865,0.0527351,0.0104467,0.0410802,0.308333,0.04842,0.148126,0.206381,0.115808,0.120029,0.0141954,0.0430878,0.0359212,0.00695785,0.00695785,0.321739,0.292981
53.csv,0.3612,0.3612,0.37625,0.37625,0.364374,0.333346,0.3493,0.354928,0.364983,0.345777,0.0571316,0.0429539,0.360214,0.0520124,0.00786659,0.09751,0.116377,0.112277,0.169931,0.116054,0.182535,0.00751709,0.240951,0.3612,0.192448,0.0149933,0.0165038,0.0314127,0.201958,0.0734362,0.164527,0.0126507,0.0103979,0.0148285,0.357208,0.0576693,0.088942,0.199864,0.458478,0.526299,0.303486,0.641364,0.421067,0.832612,0.739306,0.33901,0.670313,0.890281,0.440395,1,0.689538,0.457935,0.436732,0.329995,0.276162,0.0813755,0.358889,0.0547076,0.0608797,0.0743895,0.119657,0.0952517,0.0839727,0.0859224,0.0372126,0.00825122,0.0278316,0.3612,0.0345496,0.111754,0.187678,0.0742781,0.0823511,0.0109893,0.0302013,0.0230012,0.00928442,0.00928442,0.37625,0.343161
54.csv,0.5088,0.5088,0.53,0.53,0.496765,0.444303,0.486447,0.490698,0.497733,0.472627,0.0573642,0.0417293,0.507371,0.055221,0.00669078,0.109602,0.123058,0.118557,0.187215,0.122188,0.216718,0.00746081,0.303586,0.5088,0.234081,0.0132701,0.0138178,0.0324811,0.235857,0.0800354,0.18681,0.012733,0.0106263,0.0153553,0.5036,0.0417837,0.0705572,0.154357,0.391939,0.417532,0.259798,0.530033,0.354953,0.609089,0.55552,0.4772,0.500088,0.629103,0.411482,0.689538,1,0.498311,0.480315,0.343646,0.301749,0.0752056,0.505229,0.0493325,0.059911,0.0772092,0.126745,0.0986989,0.0871669,0.084846,0.0392908,0.00874271,0.0301751,0.5088,0.0367541,0.117114,0.211257,0.074064,0.0836989,0.0101622,0.0318872,0.023599,0.00879912,0.00879912,0.53,0.481843
55.csv,0.417083,0.417083,0.435217,0.435217,0.410559,0.369005,0.403333,0.405436,0.41074,0.386678,0.0564537,0.0416604,0.414167,0.0582348,0.00730695,0.100436,0.124913,0.120229,0.180824,0.111875,0.204496,0.00776175,0.270389,0.417083,0.219407,0.0146586,0.0145611,0.0355796,0.214929,0.0894973,0.173202,0.0173412,0.0153354,0.0186263,0.413022,0.0480697,0.0831107,0.152228,0.379193,0.3883,0.247214,0.459871,0.339996,0.496934,0.4939,0.39,0.491291,0.462749,0.722966,0.457935,0.498311,1,0.923919,0.64135,0.458527,0.124567,0.413603,0.0782702,0.0934714,0.10235,0.143544,0.112667,0.10197,0.123491,0.0582013,0.00927605,0.0477441,0.417083,0.0457268,0.156455,0.231992,0.103455,0.11014,0.0112584,0.0369902,0.0306097,0.00747875,0.00747875,0.435217,0.395031
56.csv,0.40625,0.40625,0.423913,0.423913,0.399696,0.3568,0.392332,0.394082,0.39902,0.377753,0.0518582,0.037993,0.403333,0.0527496,0.00632559,0.0951919,0.114134,0.1099,0.169554,0.106411,0.195869,0.00680215,0.262298,0.40625,0.211926,0.012797,0.0140676,0.0337192,0.208829,0.0896655,0.16768,0.0160994,0.0140935,0.0172988,0.403035,0.0451366,0.0783763,0.143106,0.358843,0.369663,0.23382,0.44111,0.322853,0.474374,0.46776,0.379167,0.465486,0.442005,0.668009,0.436732,0.480315,0.923919,1,0.587721,0.430972,0.114285,0.402816,0.0718073,0.0876133,0.0988526,0.141138,0.111538,0.101148,0.116412,0.0550356,0.00899022,0.0447581,0.40625,0.0444788,0.145543,0.221089,0.0957244,0.100695,0.0101291,0.0359753,0.0297155,0.007974,0.007974,0.423913,0.385501
57.csv,0.296522,0.296522,0.31,0.31,0.298145,0.270378,0.285962,0.290279,0.298157,0.290562,0.0616685,0.0443804,0.295915,0.0641529,0.01022,0.102082,0.125721,0.115244,0.156552,0.10533,0.16843,0.00622841,0.206437,0.296522,0.175922,0.0122564,0.0140565,0.0302993,0.170389,0.0789718,0.147532,0.0131165,0.0136868,0.0173382,0.293953,0.0254495,0.049644,0.118776,0.273177,0.276758,0.183944,0.338781,0.249394,0.373141,0.384866,0.277391,0.395489,0.343401,0.539079,0.329995,0.343646,0.64135,0.587721,1,0.606495,0.195446,0.296477,0.122851,0.126,0.144982,0.166721,0.129746,0.121065,0.153771,0.0735005,0.0105144,0.0627509,0.296522,0.0533362,0.182184,0.23353,0.128249,0.131948,0.0110312,0.0431228,0.0377824,0.00902299,0.00902299,0.31,0.283299
58.csv,0.271739,0.271739,0.284091,0.284091,0.274387,0.251659,0.264201,0.267253,0.274371,0.262973,0.0550201,0.0394819,0.27103,0.0621151,0.0112322,0.0999932,0.107878,0.098888,0.138688,0.08961,0.144701,0.0103243,0.18357,0.271739,0.153226,0.0159832,0.0122505,0.0289674,0.154704,0.0693664,0.142931,0.0170519,0.0177933,0.0227339,0.270858,0.0269787,0.0491666,0.121478,0.237866,0.239137,0.155264,0.285309,0.218712,0.304376,0.31336,0.253781,0.314161,0.285466,0.391488,0.276162,0.301749,0.458527,0.430972,0.606495,1,0.185589,0.270793,0.132593,0.130756,0.156583,0.186782,0.15282,0.143345,0.163584,0.0798749,0.0119206,0.0679549,0.271739,0.059687,0.183129,0.235697,0.129743,0.133621,0.0108286,0.0494141,0.0414064,0.00936012,0.00936012,0.284091,0.260546
59.csv,0.0573913,0.0573913,0.06,0.06,0.0596947,0.0573126,0.0564908,0.0566378,0.0575768,0.0576999,0.040651,0.0339585,0.0571355,0.0475025,0.0113636,0.0493667,0.057505,0.0527129,0.0542106,0.0400138,0.0428509,0.00520833,0.0458285,0.0573913,0.0468402,0.00983796,0.0144676,0.0224747,0.041334,0.0173367,0.0391243,0.0190972,0.0199275,0.0227053,0.0578365,0.00909091,0.0211931,0.0299542,0.091367,0.08881,0.0721163,0.0853115,0.0925948,0.0911424,0.104981,0.0540806,0.111904,0.0880832,0.150167,0.0813755,0.0752056,0.124567,0.114285,0.195446,0.185589,1,0.0571262,0.628571,0.382323,0.423106,0.255635,0.216538,0.213911,0.291932,0.184704,0.00595238,0.191534,0.0573913,0.0862193,0.227943,0.152463,0.24098,0.200714,0.0125,0.085124,0.0898551,0.00543478,0.00543478,0.06,0.0554347
6.csv,0.943765,0.95653,0.904757,0.90369,0.815714,0.726397,0.825714,0.824286,0.816075,0.761236,0.0774165,0.0519109,0.972282,0.0672452,0.00866123,0.138305,0.156445,0.142841,0.218606,0.134252,0.280861,0.00835631,0.401585,0.963519,0.293324,0.0167126,0.0167126,0.0399296,0.306977,0.0958821,0.240281,0.0167126,0.016554,0.0234674,0.949995,0.0273941,0.0476497,0.0990506,0.273442,0.266963,0.186244,0.353294,0.24237,0.358118,0.334852,0.90978,0.300087,0.33494,0.305534,0.358889,0.505229,0.413603,0.402816,0.296477,0.270793,0.0571262,1,0.0360896,0.0510543,0.0642286,0.110863,0.086741,0.0763133,0.0769931,0.0350322,0.0071748,0.0286992,0.966588,0.0354016,0.109379,0.198094,0.0641876,0.0738774,0.00704757,0.0271024,0.0198687,0.00662289,0.00662289,0.916941,0.900179
60.csv,0.036087,0.036087,0.0377273,0.0377273,0.0378892,0.036214,0.0354831,0.0356058,0.036349,0.0373072,0.0329784,0.0227273,0.0362453,0.0275482,0.0181818,0.0358548,0.0370806,0.0339905,0.0309906,0.02772,0.0269507,0,0.0291916,0.036087,0.0301709,0.00694444,0.0138889,0.0202546,0.0293563,0.00750613,0.0297371,0.0277778,0.0289855,0.0186335,0.0363765,0.00595238,0.0134199,0.0239815,0.0520117,0.0512229,0.0311906,0.0521023,0.0543447,0.0601769,0.0608228,0.0340233,0.0641731,0.0588477,0.0884518,0.0547076,0.0493325,0.0782702,0.0718073,0.122851,0.132593,0.628571,0.0360896,1,0.503571,0.563889,0.298706,0.256724,0.255931,0.347879,0.255102,0.00952381,0.273243,0.036087,0.115079,0.253943,0.144618,0.282273,0.22197,0.01,0.116883,0.128364,0.00869565,0.00869565,0.0377273,0.0347109
61.csv,0.0508696,0.0508696,0.0531818,0.0531818,0.0536991,0.0509162,0.0499346,0.0501082,0.0527329,0.0536677,0.0572511,0.0460055,0.050605,0.0496587,0.0270563,0.0583512,0.0477803,0.0437986,0.0399399,0.0312422,0.0393053,0,0.0456069,0.0508696,0.0424079,0.00520833,0.0104167,0.0238636,0.0462197,0.0237385,0.0504321,0.0379464,0.0341615,0.0253623,0.0503185,0.00952381,0.014652,0.0286072,0.0476402,0.048065,0.0367287,0.0553131,0.0466801,0.0639816,0.0617984,0.0475055,0.061814,0.0625709,0.0908892,0.0608797,0.059911,0.0934714,0.0876133,0.126,0.130756,0.382323,0.0510543,0.503571,1,0.345455,0.215519,0.171277,0.169129,0.662222,0.325964,0.00680272,0.344388,0.0508696,0.189418,0.464155,0.254339,0.463182,0.372727,0.00714286,0.0929293,0.0990338,0.00621118,0.00621118,0.0531818,0.0481704
62.csv,0.063913,0.063913,0.0668182,0.0668182,0.0675546,0.0622748,0.0619659,0.063134,0.0654833,0.0667799,0.0336119,0.0194805,0.0641752,0.0232955,0.010101,0.0421693,0.0469066,0.0429977,0.0518211,0.0407,0.0498234,0.00520833,0.0571575,0.063913,0.0534524,0.0138889,0.0134259,0.0206148,0.0512509,0.0214042,0.0514924,0.0222222,0.0231884,0.016996,0.0643984,0.0169553,0.020443,0.0425685,0.0770592,0.0685048,0.0559753,0.0746973,0.0763179,0.0822346,0.0810635,0.0601808,0.0841715,0.0795473,0.109286,0.0743895,0.0772092,0.10235,0.0988526,0.144982,0.156583,0.423106,0.0642286,0.563889,0.345455,1,0.530222,0.416412,0.414076,0.29131,0.186291,0.015873,0.180952,0.063913,0.0842491,0.242026,0.158839,0.225714,0.18587,0.00555556,0.082989,0.0869565,0.00483092,0.00483092,0.0668182,0.0612797
63.csv,0.110417,0.110417,0.115217,0.115217,0.114004,0.106748,0.108785,0.109018,0.11425,0.118308,0.0366185,0.0229908,0.110876,0.0319264,0.00527494,0.0608195,0.0657057,0.0604492,0.0818084,0.0645981,0.0766337,0.00266667,0.088013,0.110417,0.0805639,0.00735294,0.00720588,0.0165597,0.0816947,0.0344267,0.0742822,0.0150196,0.0156454,0.0122719,0.11127,0.0274236,0.035452,0.0656818,0.110702,0.103712,0.0861397,0.119643,0.106268,0.125107,0.123691,0.104075,0.126156,0.120807,0.141443,0.119657,0.126745,0.143544,0.141138,0.166721,0.186782,0.255635,0.110863,0.298706,0.215519,0.530222,1,0.791201,0.697651,0.216542,0.125069,0.0147727,0.113458,0.110417,0.0652079,0.215822,0.191074,0.172307,0.145985,0.0123016,0.0607845,0.0588087,0.00538194,0.00538194,0.115217,0.106228
